FID,X_COORD,Y_COORD,TWS,PROVINCE,Present,COSEWICspp,OriginalRA,2013ENV,2013STRESS,2013ScenA,2013ScenB,2013ScenC
1,-70.78358,81.07151,10VK,NUNAVUT,5,2,0.498741,0.673,0.003,Moderate,Moderate,Moderate
