FID,X_COORD,Y_COORD,TWS,PROVINCE,Present,COSEWICspp,OriginalRA,2013ENV,2013STRESS,2013ScenA,2013ScenB,2013ScenC
2,-80.98851,80.87945,10VH,NUNAVUT,5,1,0.502786,0.684,0.01,Moderate,Moderate,Moderate
