FID,X_COORD,Y_COORD,TWS,PROVINCE,Present,COSEWICspp,OriginalRA,2013ENV,2013STRESS,2013ScenA,2013ScenB,2013ScenC
0,-75.98486,82.32563,10VJ,NUNAVUT,3,0,0.502786,0.675,0.003,Moderate,Low,Moderate
